Catchment,monitor_name,DAY,Class,Updated_Class,max_depth,min_depth,ave_depth,std_dev_depth,zero_depth,max_velocity,min_velocity,ave_velocity,std_dev_velocity,zero_velocity,m_type
SENDSC,FM062,01/01/2018,E,E,1274,9,66.13333333,174.6906553,0,1.23,0.06,0.299513889,0.271419105,0,FM
SENDSC,FM062,18/01/2018,H,H,112,0,25.54027778,11.41399672,2,1.1,0,0.140430556,0.248457177,381,FM
SENDSC,FM062,09/02/2018,W,W,195,19,38.71666667,34.24423852,0,1.23,0,0.262902778,0.283250635,78,FM
SENDSC,FM062,26/11/2017,H,H,13,0,0.198611111,1.127848649,671,0.16,0,0.001083333,0.011684006,712,FM
SENDSC,FM062,01/02/2018,W,W,145,19,26.09861111,18.47345194,0,1.22,0,0.116777778,0.263646528,434,FM
SENDSC,FM062,21/01/2018,W,W,547,15,76.68611111,109.0281322,0,1.27,0,0.359125,0.378322828,23,FM
SENDSC,FM062,07/02/2018,H,H,37,19,21.5625,2.509283875,0,0.41,0,0.051777778,0.070711902,371,FM
SENDSC,FM062,30/12/2017,H,H,71,8,15.60694444,10.86084476,0,1.21,0.1,0.250486111,0.249087151,0,FM
SENDSC,FM062,25/11/2017,H,H,18,0,1.404166667,1.946927075,230,0.25,0,0.002944444,0.020601449,701,FM
SENDSC,FM062,25/02/2018,H,H,24,14,15.06944444,1.051211486,0,0.29,0,0.006888889,0.03249545,681,FM
SENDSC,FM062,26/01/2018,H,H,34,21,23.5875,1.523340658,0,0.39,0.09,0.134222222,0.023496943,0,FM
SENDSC,FM062,14/02/2018,W,W,129,17,31.47777778,24.54655945,0,1.27,0,0.269555556,0.440885532,339,FM
SENDSC,FM062,03/02/2018,H,H,33,20,21.50416667,1.126237536,0,0.38,0,0.009083333,0.032533176,591,FM
SENDSC,FM062,01/12/2017,H,H,19,0,0.922222222,3.114782477,627,0.57,0,0.022083333,0.089343728,660,FM
SENDSC,FM062,22/12/2017,H,H,18,0,2.347222222,2.517586114,181,0.34,0,0.007444444,0.033325173,668,FM
SENDSC,FM063,03/12/2017,W,W,258,136,186.0097222,30.30661421,0,0.47,0.17,0.289194444,0.054751084,0,FM
SENDSC,FM063,28/12/2017,W,W,294,210,244.8361111,18.1115636,0,0.57,0.25,0.367013889,0.046140016,0,FM
SENDSC,FM063,27/11/2017,W,W,288,158,222.5930556,30.77998025,0,0.6,0.2,0.360263889,0.081519385,0,FM
SENDSC,FM063,02/02/2018,W,W,212,146,177.5597222,15.56034652,0,0.29,0.16,0.210388889,0.033537207,0,FM
SENDSC,FM063,04/12/2017,W,W,240,148,194.1,25.94524029,0,0.45,0.2,0.304152778,0.045706982,0,FM
SENDSC,FM063,14/12/2017,W,W,239,136,214.5305556,11.24053165,0,1.71,0.24,0.425111111,0.141251072,0,FM
SENDSC,FM063,28/11/2017,W,W,246,159,202.7805556,22.44100062,0,0.45,0.22,0.309916667,0.043924246,0,FM
SENDSC,FM063,29/11/2017,W,W,251,157,200.3027778,23.02293693,0,0.44,0.19,0.307069444,0.042858835,0,FM
SENDSC,FM063,12/02/2018,W,W,215,142,180.3194444,18.47271897,0,0.29,0.21,0.256569444,0.012768754,0,FM
SENDSC,FM063,11/01/2018,W,W,270,181,230.6333333,24.0027583,0,0.5,0.24,0.337319444,0.046477095,0,FM
SENDSC,FM063,17/01/2018,W,W,208,128,170.6763889,20.7657174,0,0.38,0.2,0.291361111,0.033085764,0,FM
SENDSC,FM063,27/12/2017,W,W,269,147,209.1305556,40.34840837,0,1.83,0.28,0.605152778,0.420204572,0,FM
SENDSC,FM063,25/01/2018,W,W,230,184,208.7583333,8.430023667,0,0.47,0.25,0.351805556,0.037220031,0,FM
SENDSC,FM063,11/02/2018,W,W,229,158,192.0666667,17.1953838,0,0.34,0.22,0.275333333,0.021401519,0,FM
SENDSC,FM063,19/12/2017,W,W,344,274,305.2569444,15.97744696,0,0.48,0.22,0.344527778,0.039829949,0,FM
SENDSC,FM063,27/01/2018,W,W,220,131,178.1819444,25.11949648,0,0.32,0.2,0.249541667,0.018911578,0,FM
SENDSC,FM063,31/12/2017,W,W,268,179,234.0625,16.1081268,0,1.59,0.24,0.389569444,0.125093381,0,FM
SENDSC,FM063,05/01/2018,W,W,297,172,256.1944444,10.41882175,0,2.13,0.33,0.628222222,0.309552875,0,FM
SENDSC,FM063,11/12/2017,B,B,468,92,191.3319444,58.06429779,0,2.16,0.34,1.475388889,0.657751777,0,FM
SENDSC,FM063,20/01/2018,W,W,304,122,189.375,42.83796735,0,0.73,0.17,0.309847222,0.098994129,0,FM
SENDSC,FM063,15/02/2018,W,W,238,186,212.3083333,9.853273356,0,0.64,0.28,0.381347222,0.061390847,0,FM
SENDSC,FM063,24/01/2018,E,E,457,129,194.2180556,34.19482684,0,0.75,0.18,0.350083333,0.12461677,0,FM
SENDSC,FM063,18/02/2018,W,W,215,130,171.1347222,22.46090505,0,0.29,0.17,0.229986111,0.02231086,0,FM
SENDSC,FM063,16/12/2017,W,W,291,218,253.8486111,19.53152648,0,0.51,0.23,0.342111111,0.03939019,0,FM
SENDSC,FM063,12/12/2017,W,W,286,243,264.4388889,8.249694318,0,0.69,0.26,0.406833333,0.067814892,0,FM
SENDSC,FM063,06/01/2018,W,W,373,222,296.5375,48.68091714,0,0.63,0.27,0.419847222,0.051585208,0,FM
SENDSC,FM063,20/02/2018,Wv,W,258,176,216.3430556,20.21251025,0,0.4,0.19,0.268583333,0.040186543,0,FM
SENDSC,FM063,12/01/2018,W,W,258,189,220.2944444,16.07101667,0,0.46,0.22,0.308125,0.038899477,0,FM
SENDSC,FM063,24/12/2017,W,W,264,176,213.4763889,23.34823151,0,0.47,0.23,0.316180556,0.042642162,0,FM
SENDSC,FM063,10/02/2018,W,W,245,140,188.3791667,26.95913271,0,0.36,0.21,0.276972222,0.026386436,0,FM
SENDSC,FM063,02/01/2018,W,W,312,130,267.1166667,32.40860048,0,2.11,0.31,0.61275,0.398358515,0,FM
SENDSC,FM063,13/01/2018,W,W,255,166,211.7819444,25.05467638,0,0.45,0.23,0.302194444,0.041035498,0,FM
SENDSC,FM063,25/12/2017,W,W,232,146,178.1041667,23.11539618,0,0.45,0.22,0.311027778,0.041882667,0,FM
SENDSC,FM063,06/12/2017,W,W,233,149,185.6708333,20.50899553,0,0.44,0.22,0.307166667,0.041030197,0,FM
SENDSC,FM063,03/01/2018,W,W,312,160,250.1833333,13.68185097,0,2.25,0.29,0.659458333,0.380105557,0,FM
SENDSC,FM063,28/01/2018,W,W,212,127,170.9069444,24.06663112,0,0.3,0.19,0.251666667,0.018346078,0,FM
SENDSC,FM063,05/12/2017,W,W,242,148,195.3055556,24.0315271,0,0.44,0.21,0.307486111,0.045698867,0,FM
SENDSC,FM063,07/01/2018,W,W,288,174,226.0388889,27.7797044,0,0.53,0.23,0.383222222,0.041930541,0,FM
SENDSC,FM063,10/01/2018,W,W,247,171,213.3166667,20.16026883,0,0.49,0.25,0.350611111,0.038355107,0,FM
SENDSC,FM063,20/12/2017,W,W,322,257,287.2125,14.44708765,0,0.45,0.27,0.352986111,0.032701283,0,FM
SENDSC,FM063,29/12/2017,W,W,293,142,228.7944444,28.99991794,0,1.95,0.25,0.545083333,0.468960907,0,FM
SENDSC,FM063,08/01/2018,W,W,294,174,223.975,40.15840592,0,0.49,0.24,0.374944444,0.032193732,0,FM
SENDSC,FM063,15/12/2017,W,W,283,99,218.5666667,42.72499635,0,2.06,0.24,0.544583333,0.439215819,0,FM
SENDSC,FM063,04/02/2018,W,W,202,116,160.2222222,23.93397398,0,0.29,0.16,0.222805556,0.027347574,0,FM
SENDSC,FM063,26/12/2017,W,W,262,88,169.3027778,28.46514093,0,1.95,0.27,0.529611111,0.43941118,0,FM
SENDSC,FM063,23/01/2018,Wv,W,234,180,206.6819444,12.69247723,0,0.36,0.19,0.263291667,0.023595418,0,FM
SENDSC,FM063,14/01/2018,W,W,257,171,212.5152778,24.62711714,0,0.47,0.21,0.314930556,0.050367171,0,FM
SENDSC,FM063,23/02/2018,W,W,206,141,173.0055556,15.55348696,0,0.25,0.15,0.2,0.021968494,0,FM
SENDSC,FM063,08/02/2018,W,W,203,119,169.5111111,25.77715323,0,0.25,0.09,0.18525,0.017185683,0,FM
SENDSC,FM063,08/12/2017,W,W,264,147,203.7125,26.19684465,0,0.5,0.22,0.301583333,0.039657697,0,FM
SENDSC,FM063,21/02/2018,W,W,230,169,195.7305556,14.90413165,0,0.31,0.19,0.248583333,0.018652633,0,FM
SENDSC,FM063,19/01/2018,W,W,208,134,171.9819444,19.97588133,0,0.34,0.2,0.256083333,0.024098633,0,FM
SENDSC,FM063,22/02/2018,W,W,222,151,186.8680556,17.4449448,0,0.28,0.16,0.211041667,0.02337095,0,FM
SENDSC,FM063,13/12/2017,W,W,329,96,224.325,51.01225616,0,2.08,0.24,0.821902778,0.527743633,0,FM
SENDSC,FM063,09/01/2018,W,W,283,206,241.2305556,16.96202614,0,0.53,0.25,0.361430556,0.036544532,0,FM
SENDSC,FM063,15/01/2018,W,W,290,158,220.1694444,31.32905195,0,0.5,0.23,0.334,0.042851751,0,FM
SENDSC,FM063,04/01/2018,W,W,375,183,238.325,37.42835437,0,2.1,0.31,1.092569444,0.613298778,0,FM
SENDSC,FM063,17/12/2017,W,W,311,237,269.05,17.36446422,0,0.84,0.22,0.350638889,0.0843869,0,FM
SENDSC,FM063,17/02/2018,W,W,218,140,176.9333333,21.08855427,0,0.33,0.22,0.257402778,0.02137301,0,FM
SENDSC,FM063,24/02/2018,W,W,206,122,160.9763889,22.7287506,0,0.28,0.14,0.203430556,0.029937964,0,FM
SENDSC,FM063,09/12/2017,W,W,254,149,192.4097222,26.8919988,0,0.47,0.2,0.283194444,0.049109635,0,FM
SENDSC,FM063,21/12/2017,W,W,319,248,277.0861111,15.8868855,0,0.48,0.27,0.351111111,0.036614579,0,FM
SENDSC,FM063,31/01/2018,W,W,217,143,180.7333333,17.92872614,0,0.3,0.21,0.254638889,0.017061865,0,FM
SENDSC,FM063,16/02/2018,W,W,221,154,187.6833333,16.13468176,0,0.41,0.24,0.317722222,0.031239228,0,FM
SENDSC,FM063,13/02/2018,W,W,238,141,179.8611111,20.39512715,0,0.3,0.15,0.251430556,0.016803972,0,FM
SENDSC,FM063,02/12/2017,W,W,248,138,189.2875,27.58472818,0,0.45,0.19,0.289375,0.05196579,0,FM
SENDSC,FM063,30/01/2018,W,W,205,121,174.2916667,20.93379025,0,0.31,0.19,0.262152778,0.014915767,0,FM
SENDSC,FM063,06/02/2018,W,W,197,129,168.2958333,18.20620519,0,0.32,0.19,0.244430556,0.022671584,0,FM
SENDSC,FM063,29/01/2018,W,W,210,138,174.3236111,18.5211077,0,0.31,0.21,0.252875,0.018852651,0,FM
SENDSC,FM063,22/01/2018,W,W,246,201,226.2513889,6.993887517,0,0.46,0.23,0.324055556,0.044483714,0,FM
SENDSC,FM063,24/11/2017,W,W,265,161,203.8041667,24.93790306,0,0.49,0.22,0.308458333,0.047916083,0,FM
SENDSC,FM063,19/02/2018,W,W,230,132,186.9416667,29.07966015,0,0.33,0.17,0.231083333,0.029283398,0,FM
SENDSC,FM063,05/02/2018,W,W,194,120,165.6694444,23.22237326,0,0.25,0.15,0.201277778,0.018095114,0,FM
SENDSC,FM063,10/12/2017,W,W,321,117,180.6333333,45.26668312,0,2.1,0.21,1.083736111,0.640198867,0,FM
SENDSC,FM063,23/12/2017,W,W,283,215,240.4416667,17.05776613,0,0.49,0.21,0.326833333,0.049015055,0,FM
SENDSC,FM063,30/11/2017,X,X,193,0,33.67777778,65.59363292,569,0.42,0.21,0.29425,0.047296817,0,FM
SENDSC,FM063,18/12/2017,W,W,334,232,291.675,30.3792887,0,0.48,0.27,0.368388889,0.035007075,0,FM
SENDSC,FM063,07/12/2017,W,W,297,94,195.1263889,35.03289729,0,1.96,0.04,0.351902778,0.2287971,0,FM
SENDSC,FM063,01/01/2018,E,E,518,159,242.2972222,43.78405719,0,1.99,0.26,0.585069444,0.423717892,0,FM
SENDSC,FM063,18/01/2018,W,W,224,147,184.6277778,19.1176085,0,0.41,0.22,0.298263889,0.034385725,0,FM
SENDSC,FM063,09/02/2018,W,W,275,138,207.0166667,29.99461704,0,0.73,0.19,0.340111111,0.115207928,0,FM
SENDSC,FM063,26/11/2017,W,W,265,146,199.875,32.57960722,0,0.46,0.18,0.286069444,0.05909819,0,FM
SENDSC,FM063,01/02/2018,W,W,299,127,178.2486111,34.66586981,0,0.45,0.18,0.250861111,0.042728012,0,FM
SENDSC,FM063,21/01/2018,W,W,327,127,190.0333333,35.92948588,0,0.82,0.24,0.429333333,0.129410131,0,FM
SENDSC,FM063,07/02/2018,W,W,198,118,167.2083333,21.55810952,0,0.32,0.15,0.196069444,0.023550512,0,FM
SENDSC,FM063,30/12/2017,W,W,282,160,248.3694444,17.85732856,0,2.21,0.25,0.537819444,0.383587263,0,FM
SENDSC,FM063,25/11/2017,W,W,257,144,198.3416667,32.13890986,0,0.45,0.19,0.283527778,0.050038086,0,FM
SENDSC,FM063,25/02/2018,W,W,197,118,160.1986111,25.38610329,0,0.27,0.13,0.194819444,0.034191975,0,FM
SENDSC,FM063,26/01/2018,W,W,221,158,188.6305556,15.10398486,0,0.39,0.21,0.273986111,0.037577178,0,FM
SENDSC,FM063,14/02/2018,W,W,266,138,180.5527778,24.74262494,0,0.68,0.21,0.305930556,0.102509381,0,FM
SENDSC,FM063,03/02/2018,W,W,207,120,167.5333333,23.7605463,0,0.3,0.16,0.231194444,0.025501173,0,FM
SENDSC,FM063,01/12/2017,W,W,246,152,199.7430556,23.70822482,0,0.45,0.22,0.30525,0.042878925,0,FM
SENDSC,FM063,22/12/2017,W,W,301,236,266.0555556,16.0159768,0,0.47,0.25,0.331972222,0.035067974,0,FM
SENDSC,FM064,03/12/2017,H,H,134,100,111.0986111,8.747421524,0,0.14,0,0.003805556,0.018735134,679,FM
SENDSC,FM064,28/12/2017,H,H,127,73,92.70694444,14.37976699,0,0.14,0,0.000805556,0.007816816,704,FM
SENDSC,FM064,27/11/2017,H,H,156,107,128.7041667,11.63635301,0,0.04,0,0.000388889,0.003050596,705,FM
SENDSC,FM064,02/02/2018,Q,Q,136,111,119.0291667,5.111875984,0,0.27,0,0.108319444,0.068643386,48,FM
SENDSC,FM064,04/12/2017,H,H,127,100,110.2208333,6.982382709,0,0.01,0,2.78E-05,0.00052668,718,FM
SENDSC,FM064,14/12/2017,H,H,102,53,67.81111111,10.57632115,0,0.07,0,0.000652778,0.005403496,705,FM
SENDSC,FM064,28/11/2017,Hv,L,180,0,115.6986111,15.32002601,7,0.12,0,0.001527778,0.010275715,692,FM
SENDSC,FM064,29/11/2017,H,H,126,100,110.0347222,6.497044577,0,0.13,0,0.002347222,0.01322393,683,FM
SENDSC,FM064,12/02/2018,Q,Q,149,115,130.2472222,8.276682266,0,0.25,0.04,0.156972222,0.035693009,0,FM
SENDSC,FM064,11/01/2018,H,H,222,140,164.0652778,21.19234162,0,0.31,0,0.141097222,0.094405638,107,FM
SENDSC,FM064,17/01/2018,Q,Q,164,115,125.5708333,6.467247912,0,0.25,0,0.119805556,0.050076059,1,FM
SENDSC,FM064,27/12/2017,H,H,179,49,89.24861111,36.21851659,0,0.15,0,0.004944444,0.016852373,628,FM
SENDSC,FM064,25/01/2018,Q,Q,152,115,127.5611111,8.340403121,0,0.25,0,0.094777778,0.061431288,40,FM
SENDSC,FM064,11/02/2018,Q,Q,162,121,134.1638889,9.480428644,0,0.26,0,0.153902778,0.060731897,53,FM
SENDSC,FM064,19/12/2017,H,H,287,230,251.5527778,9.978000449,0,0.01,0,5.56E-05,0.000743799,716,FM
SENDSC,FM064,27/01/2018,R,R,155,117,133.2805556,10.81307403,0,0.22,0,0.101583333,0.071024639,122,FM
SENDSC,FM064,31/12/2017,H,H,122,69,85.89444444,12.86930007,0,0.28,0,0.011027778,0.03325711,601,FM
SENDSC,FM064,05/01/2018,H,H,205,98,121.8805556,18.80548731,0,0.15,0,0.003902778,0.014334238,629,FM
SENDSC,FM064,11/12/2017,E,E,776,0,219.9888889,164.0634647,3,0.12,0,0.0035,0.013691413,646,FM
SENDSC,FM064,20/01/2018,Q,Q,259,113,145.4916667,36.43421396,0,0.35,0,0.118472222,0.075474571,61,FM
SENDSC,FM064,15/02/2018,Q,Q,222,125,140.9930556,14.77193168,0,0.24,0,0.112041667,0.050205402,17,FM
SENDSC,FM064,24/01/2018,Q,Q,436,114,156.7180556,58.92032485,0,0.52,0,0.17075,0.10807067,36,FM
SENDSC,FM064,18/02/2018,Q,Q,164,117,135.3444444,12.40398887,0,0.33,0,0.089805556,0.064914331,176,FM
SENDSC,FM064,16/12/2017,H,H,177,93,132.1819444,22.45382111,0,0.16,0,0.000888889,0.009755788,707,FM
SENDSC,FM064,12/12/2017,H,H,118,52,85.84444444,16.96976686,0,0.1,0,0.001652778,0.009235988,682,FM
SENDSC,FM064,06/01/2018,H,H,286,133,209.6430556,45.24225113,0,0.05,0,0.000111111,0.001970263,716,FM
SENDSC,FM064,20/02/2018,Q,Q,190,119,141.8402778,16.58101164,0,0.24,0,0.055986111,0.058536864,203,FM
SENDSC,FM064,12/01/2018,H,H,174,145,157.2291667,6.074775991,0,0.36,0,0.095847222,0.09711043,189,FM
SENDSC,FM064,24/12/2017,H,H,206,125,165.5166667,27.9093456,0,0.24,0,0.001208333,0.013551978,708,FM
SENDSC,FM064,10/02/2018,Q,Q,166,117,132.2611111,10.95869798,0,0.33,0,0.123888889,0.086916832,155,FM
SENDSC,FM064,02/01/2018,H,H,210,96,147.7875,27.93431814,0,0.42,0,0.040236111,0.08648651,489,FM
SENDSC,FM064,13/01/2018,H,H,198,143,158.8138889,8.183488678,0,0.34,0,0.105013889,0.096916291,139,FM
SENDSC,FM064,25/12/2017,H,H,126,73,95.12222222,14.38518615,0,0.31,0,0.001277778,0.014993019,702,FM
SENDSC,FM064,06/12/2017,H,H,138,107,117.2902778,7.038571651,0,0.01,0,2.78E-05,0.00052668,718,FM
SENDSC,FM064,03/01/2018,H,H,279,86,117.7916667,29.6176551,0,0.32,0,0.010986111,0.033180919,586,FM
SENDSC,FM064,28/01/2018,R,R,153,118,127.7583333,6.876210223,0,0.25,0,0.125388889,0.088706444,174,FM
SENDSC,FM064,05/12/2017,H,H,133,102,112.8847222,7.594873458,0,0,0,0,0,720,FM
SENDSC,FM064,07/01/2018,H,H,342,270,305.5472222,15.96729944,0,0.08,0,0.000444444,0.004228813,706,FM
SENDSC,FM064,10/01/2018,H,H,231,160,198.4305556,20.1442133,0,0.29,0,0.11225,0.089400375,154,FM
SENDSC,FM064,20/12/2017,H,H,259,223,240.8638889,6.701530881,0,0.03,0,8.33E-05,0.001289198,716,FM
SENDSC,FM064,29/12/2017,H,H,223,75,108.75,34.94376567,0,0.4,0,0.014861111,0.057323062,615,FM
SENDSC,FM064,08/01/2018,H,H,305,236,278.0555556,15.87143136,0,0.14,0,0.00075,0.008487494,711,FM
SENDSC,FM064,15/12/2017,H,H,288,25,82.77916667,44.97274538,0,0.5,0,0.011861111,0.067732047,675,FM
SENDSC,FM064,04/02/2018,Q,Q,150,115,125.4847222,7.917325937,0,0.26,0,0.100222222,0.080382988,198,FM
SENDSC,FM064,26/12/2017,H,H,226,65,93.56111111,34.41926942,0,0.53,0,0.017930556,0.073399629,648,FM
SENDSC,FM064,23/01/2018,Q,Q,141,118,125.75,5.160430382,0,0.38,0.06,0.251708333,0.076861224,0,FM
SENDSC,FM064,14/01/2018,R,R,173,144,156.2027778,6.393929062,0,0.22,0,0.007597222,0.029982452,639,FM
SENDSC,FM064,23/02/2018,Q,Q,143,115,128.0611111,7.353323368,0,0.13,0,0.002986111,0.013563833,666,FM
SENDSC,FM064,08/02/2018,Q,Q,145,113,128.0152778,8.107314984,0,0.31,0,0.151763889,0.079077257,29,FM
SENDSC,FM064,08/12/2017,H,H,147,108,125.9763889,9.910489421,0,0,0,0,0,720,FM
SENDSC,FM064,21/02/2018,Q,Q,152,114,128.2861111,9.17706074,0,0.22,0,0.072388889,0.069960163,212,FM
SENDSC,FM064,19/01/2018,Q,Q,144,109,125.2361111,9.288743327,0,0.24,0,0.142805556,0.055055071,31,FM
SENDSC,FM064,22/02/2018,Q,Q,155,116,125.6819444,6.256919983,0,0.27,0,0.035819444,0.065608487,412,FM
SENDSC,FM064,13/12/2017,H,H,293,72,109.3847222,33.97750282,0,0.54,0,0.021125,0.071313806,544,FM
SENDSC,FM064,09/01/2018,Hv,L,261,0,191.55,33.58911093,10,0.25,0,0.050708333,0.071348415,437,FM
SENDSC,FM064,15/01/2018,H,H,236,139,174.9444444,27.23155174,0,0.32,0,0.060069444,0.087774972,294,FM
SENDSC,FM064,04/01/2018,H,H,394,91,169.4361111,80.25778236,0,0.33,0,0.014930556,0.049697227,601,FM
SENDSC,FM064,17/12/2017,H,H,232,133,184.5638889,25.95087531,0,0.25,0,0.010111111,0.035178684,625,FM
SENDSC,FM064,17/02/2018,Q,Q,150,119,129.3833333,7.277740559,0,0.34,0,0.156930556,0.094080105,47,FM
SENDSC,FM064,24/02/2018,Q,Q,158,118,126.9069444,6.43667833,0,0.26,0,0.089555556,0.081237455,274,FM
SENDSC,FM064,09/12/2017,H,H,161,114,136.4694444,10.7620184,0,0,0,0,0,720,FM
SENDSC,FM064,21/12/2017,H,H,255,220,234.1263889,7.064130889,0,0.18,0,0.001402778,0.010394392,694,FM
SENDSC,FM064,31/01/2018,Q,Q,164,114,125.2458333,7.882612995,0,0.39,0,0.152319444,0.086431548,108,FM
SENDSC,FM064,16/02/2018,Q,Q,143,118,129.1583333,6.071657176,0,0.31,0,0.167597222,0.083430809,29,FM
SENDSC,FM064,13/02/2018,Q,Q,163,119,130.7069444,8.344058814,0,0.23,0,0.116375,0.065605543,55,FM
SENDSC,FM064,02/12/2017,H,H,133,97,110.0875,8.717916543,0,0.25,0,0.013736111,0.043367464,635,FM
SENDSC,FM064,30/01/2018,Rv,R,146,113,125.3333333,7.582462747,0,0.27,0,0.103375,0.069256922,113,FM
SENDSC,FM064,06/02/2018,Q,Q,147,115,127.9527778,7.59276378,0,0.33,0.01,0.206319444,0.060738919,0,FM
SENDSC,FM064,29/01/2018,R,R,139,113,121.7180556,5.797914027,0,0.3,0,0.070888889,0.072169164,170,FM
SENDSC,FM064,22/01/2018,Rv,R,175,121,139.5027778,11.70998614,0,0.3,0,0.109444444,0.115020575,365,FM
SENDSC,FM064,24/11/2017,H,H,137,95,114.3944444,10.28129929,0,0.11,0,0.0005,0.004836693,703,FM
SENDSC,FM064,19/02/2018,Q,Q,167,123,135.3083333,8.653550486,0,0.26,0,0.132166667,0.056588454,12,FM
SENDSC,FM064,05/02/2018,Qv,Q,146,0,125.2013889,12.00948852,4,0.32,0,0.136611111,0.100980803,135,FM
SENDSC,FM064,10/12/2017,W,W,321,92,147.2888889,39.90492719,0,0.28,0,0.025513889,0.06083574,515,FM
SENDSC,FM064,23/12/2017,H,H,273,203,225.475,12.73761909,0,0.28,0,0.002958333,0.022182664,694,FM
SENDSC,FM064,30/11/2017,H,H,135,98,113.7125,8.895427675,0,0.05,0,0.000541667,0.003927144,702,FM
SENDSC,FM064,18/12/2017,H,H,265,146,216.2972222,29.38451605,0,0.01,0,2.78E-05,0.00052668,718,FM
SENDSC,FM064,07/12/2017,H,H,243,106,118.3888889,18.95397805,0,0.5,0,0.012694444,0.063436286,678,FM
SENDSC,FM064,01/01/2018,E,E,1644,76,160.1583333,236.7463563,0,0.66,0,0.034902778,0.082465428,479,FM
SENDSC,FM064,18/01/2018,Q,Q,150,116,126.8444444,7.803442215,0,0.35,0,0.190194444,0.054746511,1,FM
SENDSC,FM064,09/02/2018,Q,Q,320,119,156.1236111,41.14917397,0,0.43,0,0.065541667,0.080960753,223,FM
SENDSC,FM064,26/11/2017,H,H,150,98,121.7902778,13.88875592,0,0.15,0,0.002569444,0.012173213,662,FM
SENDSC,FM064,01/02/2018,Q,Q,284,115,133.4138889,27.78445401,0,0.43,0,0.185388889,0.107057568,53,FM
SENDSC,FM064,21/01/2018,Q,Q,450,109,192.2444444,91.0763254,0,0.31,0,0.068388889,0.093288932,358,FM
SENDSC,FM064,07/02/2018,Q,Q,150,116,128.7583333,7.565012614,0,0.35,0,0.197486111,0.076945783,5,FM
SENDSC,FM064,30/12/2017,H,H,176,73,97.04583333,21.26289145,0,0.23,0,0.008666667,0.025450598,581,FM
SENDSC,FM064,25/11/2017,H,H,154,98,117.3111111,11.42869964,0,0.11,0,0.001541667,0.009936429,689,FM
SENDSC,FM064,25/02/2018,Q,Q,148,112,125.8847222,9.467566474,0,0.26,0,0.010111111,0.034564469,594,FM
SENDSC,FM064,26/01/2018,R,R,146,115,125.8722222,6.337323975,0,0.24,0,0.085972222,0.068838157,166,FM
SENDSC,FM064,14/02/2018,W,W,398,112,158.7458333,74.23629236,0,0.38,0,0.102222222,0.070300809,28,FM
SENDSC,FM064,03/02/2018,Q,Q,142,110,122.5277778,7.641611111,0,0.29,0,0.139847222,0.086478656,59,FM
SENDSC,FM064,01/12/2017,H,H,137,96,110.6138889,9.097880747,0,0.21,0,0.004375,0.020142702,657,FM
SENDSC,FM064,22/12/2017,H,H,263,219,241.2583333,11.13027859,0,0.18,0,0.001791667,0.011991464,688,FM
SENDSC,FM065,03/12/2017,W,W,111,35,74.64305556,22.3075377,0,1.18,0.25,0.792055556,0.296276751,0,FM
SENDSC,FM065,28/12/2017,R,R,96,23,46.24444444,20.34729679,0,1.1,0,0.293902778,0.41605628,461,FM
SENDSC,FM065,27/11/2017,Q,Q,168,62,111.4111111,24.36704468,0,0.27,0,0.015513889,0.030744355,329,FM
SENDSC,FM065,02/02/2018,W,W,136,78,108.5361111,16.10954594,0,1.15,0.55,0.923055556,0.140587273,0,FM
SENDSC,FM065,04/12/2017,W,W,104,29,71.88194444,22.03306926,0,1.14,0.26,0.737458333,0.287908502,0,FM
SENDSC,FM065,14/12/2017,W,W,135,82,104.2638889,10.21138618,0,0.61,0,0.107083333,0.133078846,68,FM
SENDSC,FM065,29/11/2017,W,W,108,43,76.93194444,18.25326634,0,1.26,0.32,0.947166667,0.304076659,0,FM
SENDSC,FM065,12/02/2018,Wv,W,131,0,102.4416667,16.58666916,3,1.49,0,1.024180556,0.201058799,3,FM
SENDSC,FM065,11/01/2018,D,D,3772,3430,3547.888889,77.68026826,0,1.07,0.29,0.779291667,0.242823387,0,FM
SENDSC,FM065,17/01/2018,W,W,124,68,94.2625,15.17314935,0,1.24,0.5,0.966347222,0.196180118,0,FM
SENDSC,FM065,27/12/2017,R,R,140,45,83.18194444,26.48817316,0,0,0,0,0,720,FM
SENDSC,FM065,25/01/2018,W,W,148,90,105.8958333,9.232824335,0,1.45,0.92,1.237902778,0.14616247,0,FM
SENDSC,FM065,11/02/2018,W,W,149,89,112.1388889,14.55382371,0,1.33,0.71,1.074930556,0.139555207,0,FM
SENDSC,FM065,19/12/2017,R,R,111,46,81.06388889,17.48160412,0,0.01,0,1.39E-05,0.000372678,719,FM
SENDSC,FM065,27/01/2018,W,W,130,62,92.17777778,17.44019164,0,1.48,0.66,1.125055556,0.21573885,0,FM
SENDSC,FM065,31/12/2017,W,W,79,8,39.99722222,16.49073556,0,0.98,0.28,0.674444444,0.158060119,0,FM
SENDSC,FM065,05/01/2018,W,W,126,33,55.33472222,18.02140328,0,0.88,0.03,0.443458333,0.248523564,0,FM
SENDSC,FM065,11/12/2017,B,B,725,100,198.1555556,131.8141239,0,1.65,0.43,1.095833333,0.282028466,0,FM
SENDSC,FM065,20/01/2018,W,W,241,58,120.4944444,49.57962335,0,1.48,0.26,1.033,0.250706706,0,FM
